age,embarked,fare,name,parch,passengerid,pclass,sex,sibsp,survived,test,ticket,train,family_size,title,ticket_number,group_size,family_size_cat,group_size_cat,is_alone,has_family,has_group,sex_0,sex_1,title_1,title_2,title_3,title_4,title_5,title_6,embarked_1,embarked_2,embarked_3,family_size_1,family_size_2,family_size_3,group_size_1,group_size_2,group_size_3,true_fare,true_fare_scaled,age_scaled,family_scaled,group_scaled
24.0,1.0,13.0,"Brown, Miss. Amelia ""Mildred""",0,346,2,1,0,1,,248733,1.0,1,3,248733,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,13.0,0.10149906308557151,0.2985093323312038,0.0,0.0
40.0,1.0,13.0,"Smith, Miss. Marion Elsie",0,347,2,1,0,1,,31418,1.0,1,3,31418,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,13.0,0.10149906308557151,0.49893523737943135,0.0,0.0
35.0,1.0,16.1,"Davison, Mrs. Thomas Henry (Mary E Finck)",0,348,3,1,1,1,,386525,1.0,2,2,386525,2,2,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,8.05,0.06285134291068083,0.43630214205186024,0.1,0.1
3.0,1.0,15.9,"Coutts, Master. William Loch ""William""",1,349,3,0,1,1,,C.A. 37671,1.0,3,4,37671,3,2,2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,5.3,0.041380387257963766,0.035450331955405236,0.20000000000000004,0.20000000000000004
42.0,1.0,8.6625,"Dimic, Mr. Jovan",0,350,3,0,0,0,,315088,1.0,1,1,315088,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8.66,0.06761399125546533,0.5239884755104598,0.0,0.0
23.0,1.0,9.225,"Odahl, Mr. Nils Martin",0,351,3,0,0,0,,7267,1.0,1,1,7267,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,9.22,0.07198625858838226,0.28598271326568964,0.0,0.0
30.0,1.0,35.0,"Williams-Lambert, Mr. Fletcher Fellows",0,352,1,0,0,0,,113510,1.0,1,1,113510,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,35.0,0.2732667083073079,0.37366904672428913,0.0,0.0
15.0,2.0,7.2292,"Elias, Mr. Tannous",1,353,3,0,1,0,,2695,1.0,3,1,2695,1,2,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.23,0.05644909431605247,0.18576976074157586,0.20000000000000004,0.0
25.0,1.0,17.8,"Arnold-Franchi, Mr. Josef",0,354,3,0,1,0,,349237,1.0,2,1,349237,2,2,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,8.9,0.06948782011242972,0.311035951396718,0.1,0.1
30.0,2.0,7.225,"Yousif, Mr. Wazli",0,355,3,0,0,0,,2647,1.0,1,1,2647,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7.22,0.05637101811367894,0.37366904672428913,0.0,0.0
28.0,1.0,9.5,"Vanden Steen, Mr. Leo Peter",0,356,3,0,0,0,,345783,1.0,1,1,345783,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,9.5,0.07417239225484072,0.3486158085932607,0.0,0.0
22.0,1.0,55.0,"Bowerman, Miss. Elsie Edith",1,357,1,1,0,1,,113505,1.0,2,3,113505,2,2,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,27.5,0.2147095565271705,0.2734560942001754,0.1,0.1
38.0,1.0,13.0,"Funk, Miss. Annie Clemmer",0,358,2,1,0,0,,237671,1.0,1,3,237671,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,13.0,0.10149906308557151,0.4738819992484029,0.0,0.0
21.0,3.0,7.8792,"McGovern, Miss. Mary",0,359,3,1,0,1,,330931,1.0,1,3,330931,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,7.88,0.061524047470331036,0.2609294751346612,0.0,0.0
21.0,3.0,7.8792,"Mockler, Miss. Helen Mary ""Ellie""",0,360,3,1,0,1,,330980,1.0,1,3,330980,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,7.88,0.061524047470331036,0.2609294751346612,0.0,0.0
40.0,1.0,27.9,"Skoog, Mr. Wilhelm",4,361,3,0,1,0,,347088,1.0,6,1,347088,6,3,3,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4.65,0.0363054341036852,0.49893523737943135,0.5000000000000001,0.5000000000000001
29.0,2.0,27.7208,"del Carlo, Mr. Sebastiano",0,362,2,0,1,0,,SC/PARIS 2167,1.0,2,1,2167,2,2,2,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,13.86,0.10821361648969392,0.3611424276587749,0.1,0.1
45.0,2.0,14.4542,"Barbara, Mrs. (Catherine David)",1,363,3,1,0,0,,2691,1.0,2,2,2691,2,2,2,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,7.23,0.05644909431605247,0.5615683327070025,0.1,0.1
35.0,1.0,7.05,"Asim, Mr. Adola",0,364,3,0,0,0,,SOTON/O.Q. 3101310,1.0,1,1,3101310,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.05,0.05504372267332916,0.43630214205186024,0.0,0.0
30.0,3.0,15.5,"O'Brien, Mr. Thomas",0,365,3,0,1,0,,370365,1.0,2,1,370365,2,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,7.75,0.06050905683947532,0.37366904672428913,0.1,0.1
30.0,1.0,7.25,"Adahl, Mr. Mauritz Nils Martin",0,366,3,0,0,0,,C 7076,1.0,1,1,7076,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.25,0.056605246720799494,0.37366904672428913,0.0,0.0
60.0,2.0,75.25,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",0,367,1,1,1,1,,110813,1.0,2,2,110813,2,2,2,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,37.62,0.29372267332916924,0.7494676186897157,0.1,0.1
35.0,2.0,7.2292,"Moussa, Mrs. (Mantoura Boulos)",0,368,3,1,0,1,,2626,1.0,1,2,2626,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,7.23,0.05644909431605247,0.43630214205186024,0.0,0.0
21.0,3.0,7.75,"Jermyn, Miss. Annie",0,369,3,1,0,1,,14313,1.0,1,3,14313,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,7.75,0.06050905683947532,0.2609294751346612,0.0,0.0
24.0,2.0,69.3,"Aubart, Mme. Leontine Pauline",0,370,1,1,0,1,,PC 17477,1.0,1,2,17477,2,1,2,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,34.65,0.2705340412242348,0.2985093323312038,0.0,0.1
25.0,2.0,55.4417,"Harder, Mr. George Achilles",0,371,1,0,1,1,,11765,1.0,2,1,11765,2,2,2,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,27.72,0.21642723297938785,0.311035951396718,0.1,0.1
18.0,1.0,6.4958,"Wiklund, Mr. Jakob Alfred",0,372,3,0,1,0,,3101267,1.0,2,1,3101267,1,2,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,6.5,0.050749531542785754,0.22334961793811853,0.1,0.0
19.0,1.0,8.05,"Beavan, Mr. William Thomas",0,373,3,0,0,0,,323951,1.0,1,1,323951,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8.05,0.06285134291068083,0.23587623700363275,0.0,0.0
22.0,2.0,135.6333,"Ringhini, Mr. Sante",0,374,1,0,0,0,,PC 17760,1.0,1,1,17760,4,1,2,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,33.91,0.2647564022485946,0.2734560942001754,0.0,0.30000000000000004
3.0,1.0,21.075,"Palsson, Miss. Stina Viola",1,375,3,1,3,0,,349909,1.0,5,3,349909,5,3,3,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,4.22,0.032948157401623976,0.035450331955405236,0.4,0.4
35.0,2.0,82.1708,"Meyer, Mrs. Edgar Joseph (Leila Saks)",0,376,1,1,1,1,,PC 17604,1.0,2,2,17604,2,2,2,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,41.09,0.32081511555277953,0.43630214205186024,0.1,0.1
22.0,1.0,7.25,"Landergren, Miss. Aurora Adelia",0,377,3,1,0,1,,C 7077,1.0,1,3,7077,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,7.25,0.056605246720799494,0.2734560942001754,0.0,0.0
27.0,2.0,211.5,"Widener, Mr. Harry Elkins",2,378,1,0,0,0,,113503,1.0,3,1,113503,5,2,3,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,42.3,0.33026233603997496,0.33608918952774647,0.20000000000000004,0.4
20.0,2.0,4.0125,"Betros, Mr. Tannous",0,379,3,0,0,0,,2648,1.0,1,1,2648,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4.01,0.03130855715178013,0.24840285606914697,0.0,0.0
19.0,1.0,7.775,"Gustafsson, Mr. Karl Gideon",0,380,3,0,0,0,,347069,1.0,1,1,347069,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.78,0.06074328544659587,0.23587623700363275,0.0,0.0
42.0,2.0,227.525,"Bidois, Miss. Rosalie",0,381,1,1,0,1,,PC 17757,1.0,1,3,17757,5,1,3,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,45.5,0.35524672079950026,0.5239884755104598,0.0,0.4
1.0,2.0,15.7417,"Nakid, Miss. Maria (""Mary"")",2,382,3,1,0,1,,2653,1.0,3,3,2653,3,2,2,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,5.25,0.04099000624609619,0.0103970938243768,0.20000000000000004,0.20000000000000004
32.0,1.0,7.925,"Tikkanen, Mr. Juho",0,383,3,0,0,0,,STON/O 2. 3101293,1.0,1,1,3101293,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.92,0.061836352279825105,0.3987222848553176,0.0,0.0
35.0,1.0,52.0,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",0,384,1,1,1,1,,113789,1.0,2,2,113789,2,2,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,26.0,0.20299812617114302,0.43630214205186024,0.1,0.1
30.0,1.0,7.8958,"Plotcharsky, Mr. Vasil",0,385,3,0,0,0,,349227,1.0,1,1,349227,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.9,0.06168019987507807,0.37366904672428913,0.0,0.0
18.0,1.0,73.5,"Davies, Mr. Charles Henry",0,386,2,0,0,0,,S.O.C. 14879,1.0,1,1,14879,7,1,3,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,10.5,0.08198001249219238,0.22334961793811853,0.0,0.6000000000000001
1.0,1.0,46.9,"Goodwin, Master. Sidney Leonard",2,387,3,0,5,0,,CA 2144,1.0,8,4,2144,8,3,3,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,5.86,0.045752654590880695,0.0103970938243768,0.7000000000000001,0.7000000000000001
36.0,1.0,13.0,"Buss, Miss. Kate",0,388,2,1,0,1,,27849,1.0,1,3,27849,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,13.0,0.10149906308557151,0.44882876111737446,0.0,0.0
30.0,3.0,7.7292,"Sadlier, Mr. Matthew",0,389,3,0,0,0,,367655,1.0,1,1,367655,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,7.73,0.060352904434728294,0.37366904672428913,0.0,0.0
17.0,2.0,12.0,"Lehmann, Miss. Bertha",0,390,2,1,0,1,,SC 1748,1.0,1,3,1748,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,12.0,0.09369144284821986,0.2108229988726043,0.0,0.0
36.0,1.0,120.0,"Carter, Mr. William Ernest",2,391,1,0,1,1,,113760,1.0,4,1,113760,4,2,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,30.0,0.23422860712054963,0.44882876111737446,0.30000000000000004,0.30000000000000004
21.0,1.0,7.7958,"Jansson, Mr. Carl Olof",0,392,3,0,0,1,,350034,1.0,1,1,350034,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.8,0.0608994378513429,0.2609294751346612,0.0,0.0
28.0,1.0,7.925,"Gustafsson, Mr. Johan Birger",0,393,3,0,2,0,,3101277,1.0,3,1,3101277,1,2,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,7.92,0.061836352279825105,0.3486158085932607,0.20000000000000004,0.0
23.0,2.0,113.275,"Newell, Miss. Marjorie",0,394,1,1,1,1,,35273,1.0,2,3,35273,3,2,2,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,37.76,0.2948157401623985,0.28598271326568964,0.1,0.20000000000000004
24.0,1.0,16.7,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",2,395,3,1,0,1,,PP 9549,1.0,3,2,9549,3,2,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,5.57,0.043488444722048714,0.2985093323312038,0.20000000000000004,0.20000000000000004
22.0,1.0,7.7958,"Johansson, Mr. Erik",0,396,3,0,0,0,,350052,1.0,1,1,350052,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.8,0.0608994378513429,0.2734560942001754,0.0,0.0
31.0,1.0,7.8542,"Olsson, Miss. Elina",0,397,3,1,0,0,,350407,1.0,1,3,350407,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,7.85,0.061289818863210485,0.38619566578980336,0.0,0.0
46.0,1.0,26.0,"McKane, Mr. Peter David",0,398,2,0,0,0,,28403,1.0,1,1,28403,2,1,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,13.0,0.10149906308557151,0.5740949517725167,0.0,0.1
23.0,1.0,10.5,"Pain, Dr. Alfred",0,399,2,0,0,0,,244278,1.0,1,5,244278,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,10.5,0.08198001249219238,0.28598271326568964,0.0,0.0
28.0,1.0,12.65,"Trout, Mrs. William H (Jessie L)",0,400,2,1,0,1,,240929,1.0,1,2,240929,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,12.65,0.09876639600249842,0.3486158085932607,0.0,0.0
39.0,1.0,7.925,"Niskanen, Mr. Juha",0,401,3,0,0,1,,STON/O 2. 3101289,1.0,1,1,3101289,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.92,0.061836352279825105,0.48640861831391713,0.0,0.0
26.0,1.0,8.05,"Adams, Mr. John",0,402,3,0,0,0,,341826,1.0,1,1,341826,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8.05,0.06285134291068083,0.32356257046223225,0.0,0.0
21.0,1.0,9.825,"Jussila, Miss. Mari Aina",0,403,3,1,1,0,,4137,1.0,2,3,4137,1,2,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,9.82,0.07667083073079324,0.2609294751346612,0.1,0.0
28.0,1.0,15.85,"Hakkarainen, Mr. Pekka Pietari",0,404,3,0,1,0,,STON/O2. 3101279,1.0,2,1,3101279,2,2,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7.92,0.061836352279825105,0.3486158085932607,0.1,0.1
20.0,1.0,8.6625,"Oreskovic, Miss. Marija",0,405,3,1,0,0,,315096,1.0,1,3,315096,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,8.66,0.06761399125546533,0.24840285606914697,0.0,0.0
34.0,1.0,21.0,"Gale, Mr. Shadrach",0,406,2,0,1,0,,28664,1.0,2,1,28664,2,2,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,10.5,0.08198001249219238,0.423775522986346,0.1,0.1
51.0,1.0,7.75,"Widegren, Mr. Carl/Charles Peter",0,407,3,0,0,0,,347064,1.0,1,1,347064,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.75,0.06050905683947532,0.6367280471000877,0.0,0.0
3.0,1.0,18.75,"Richards, Master. William Rowe",1,408,2,0,1,1,,29106,1.0,3,4,29106,3,2,2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,6.25,0.04879762648344784,0.035450331955405236,0.20000000000000004,0.20000000000000004
21.0,1.0,7.775,"Birkeland, Mr. Hans Martin Monsen",0,409,3,0,0,0,,312992,1.0,1,1,312992,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.78,0.06074328544659587,0.2609294751346612,0.0,0.0
21.0,1.0,25.4667,"Lefebre, Miss. Ida",1,410,3,1,3,0,,4133,1.0,5,3,4133,5,3,3,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,5.09,0.03974078700811992,0.2609294751346612,0.4,0.4
30.0,1.0,7.8958,"Sdycoff, Mr. Todor",0,411,3,0,0,0,,349222,1.0,1,1,349222,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.9,0.06168019987507807,0.37366904672428913,0.0,0.0
30.0,3.0,6.8583,"Hart, Mr. Henry",0,412,3,0,0,0,,394140,1.0,1,1,394140,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,6.86,0.05356027482823235,0.37366904672428913,0.0,0.0
33.0,3.0,90.0,"Minahan, Miss. Daisy E",0,413,1,1,1,1,,19928,1.0,2,3,19928,3,2,2,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,30.0,0.23422860712054963,0.4112489039208318,0.1,0.20000000000000004
30.0,1.0,0.0,"Cunningham, Mr. Alfred Fleming",0,414,2,0,0,0,,239853,1.0,1,1,239853,3,1,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0,0.0,0.37366904672428913,0.0,0.20000000000000004
44.0,1.0,7.925,"Sundman, Mr. Johan Julian",0,415,3,0,0,1,,STON/O 2. 3101269,1.0,1,1,3101269,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.92,0.061836352279825105,0.5490417136414882,0.0,0.0
35.0,1.0,8.05,"Meek, Mrs. Thomas (Annie Louise Rowley)",0,416,3,1,0,0,,343095,1.0,1,2,343095,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,8.05,0.06285134291068083,0.43630214205186024,0.0,0.0
34.0,1.0,32.5,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",1,417,2,1,1,1,,28220,1.0,3,2,28220,3,2,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,10.83,0.08455652717051841,0.423775522986346,0.20000000000000004,0.20000000000000004
18.0,1.0,13.0,"Silven, Miss. Lyyli Karoliina",2,418,2,1,0,1,,250652,1.0,3,3,250652,1,2,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,13.0,0.10149906308557151,0.22334961793811853,0.20000000000000004,0.0
30.0,1.0,13.0,"Matthews, Mr. William John",0,419,2,0,0,0,,28228,1.0,1,1,28228,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,13.0,0.10149906308557151,0.37366904672428913,0.0,0.0
10.0,1.0,24.15,"Van Impe, Miss. Catharina",2,420,3,1,0,0,,345773,1.0,3,3,345773,3,2,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,8.05,0.06285134291068083,0.12313666541400477,0.20000000000000004,0.20000000000000004
30.0,2.0,7.8958,"Gheorgheff, Mr. Stanio",0,421,3,0,0,0,,349254,1.0,1,1,349254,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7.9,0.06168019987507807,0.37366904672428913,0.0,0.0
21.0,3.0,7.7333,"Charters, Mr. David",0,422,3,0,0,0,,A/5. 13032,1.0,1,1,13032,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,7.73,0.060352904434728294,0.2609294751346612,0.0,0.0
29.0,1.0,7.875,"Zimmerman, Mr. Leo",0,423,3,0,0,0,,315082,1.0,1,1,315082,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.88,0.061524047470331036,0.3611424276587749,0.0,0.0
28.0,1.0,14.4,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",1,424,3,1,1,0,,347080,1.0,3,2,347080,3,2,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,4.8,0.03747657713928794,0.3486158085932607,0.20000000000000004,0.20000000000000004
18.0,1.0,20.2125,"Rosblom, Mr. Viktor Richard",1,425,3,0,1,0,,370129,1.0,3,1,370129,3,2,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,6.74,0.05262336039975015,0.22334961793811853,0.20000000000000004,0.20000000000000004
30.0,1.0,7.25,"Wiseman, Mr. Phillippe",0,426,3,0,0,0,,A/4. 34244,1.0,1,1,34244,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.25,0.056605246720799494,0.37366904672428913,0.0,0.0
28.0,1.0,26.0,"Clarke, Mrs. Charles V (Ada Maria Winfield)",0,427,2,1,1,1,,2003,1.0,2,2,2003,2,2,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,13.0,0.10149906308557151,0.3486158085932607,0.1,0.1
19.0,1.0,26.0,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",0,428,2,1,0,1,,250655,1.0,1,3,250655,2,1,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,13.0,0.10149906308557151,0.23587623700363275,0.0,0.1
30.0,3.0,7.75,"Flynn, Mr. James",0,429,3,0,0,0,,364851,1.0,1,1,364851,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,7.75,0.06050905683947532,0.37366904672428913,0.0,0.0
32.0,1.0,8.05,"Pickard, Mr. Berk (Berk Trembisky)",0,430,3,0,0,1,,SOTON/O.Q. 392078,1.0,1,1,392078,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8.05,0.06285134291068083,0.3987222848553176,0.0,0.0
28.0,1.0,26.55,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",0,431,1,0,0,1,,110564,1.0,1,1,110564,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,26.55,0.20729231730168643,0.3486158085932607,0.0,0.0
35.0,1.0,16.1,"Thorneycroft, Mrs. Percival (Florence Kate White)",0,432,3,1,1,1,,376564,1.0,2,2,376564,2,2,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,8.05,0.06285134291068083,0.43630214205186024,0.1,0.1
42.0,1.0,26.0,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",0,433,2,1,1,1,,SC/AH 3085,1.0,2,2,3085,2,2,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,13.0,0.10149906308557151,0.5239884755104598,0.1,0.1
17.0,1.0,7.125,"Kallio, Mr. Nikolai Erland",0,434,3,0,0,0,,STON/O 2. 3101274,1.0,1,1,3101274,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.12,0.05559025608994378,0.2108229988726043,0.0,0.0
50.0,1.0,55.9,"Silvey, Mr. William Baird",0,435,1,0,1,0,,13507,1.0,2,1,13507,2,2,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,27.95,0.21822298563397874,0.6242014280345735,0.1,0.1
14.0,1.0,120.0,"Carter, Miss. Lucile Polk",2,436,1,1,1,1,,113760,1.0,4,3,113760,4,2,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,30.0,0.23422860712054963,0.17324314167606164,0.30000000000000004,0.30000000000000004
21.0,1.0,34.375,"Ford, Miss. Doolina Margaret ""Daisy""",2,437,3,1,2,0,,W./C. 6608,1.0,5,3,6608,5,3,3,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,6.88,0.05371642723297938,0.2609294751346612,0.4,0.4
24.0,1.0,18.75,"Richards, Mrs. Sidney (Emily Hocking)",3,438,2,1,2,1,,29106,1.0,6,2,29106,3,3,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,6.25,0.04879762648344784,0.2985093323312038,0.5000000000000001,0.20000000000000004
64.0,1.0,263.0,"Fortune, Mr. Mark",4,439,1,0,1,0,,19950,1.0,6,1,19950,6,3,3,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,43.83,0.342207995003123,0.7995740949517726,0.5000000000000001,0.5000000000000001
31.0,1.0,10.5,"Kvillner, Mr. Johan Henrik Johannesson",0,440,2,0,0,0,,C.A. 18723,1.0,1,1,18723,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,10.5,0.08198001249219238,0.38619566578980336,0.0,0.0
45.0,1.0,26.25,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",1,441,2,1,1,1,,F.C.C. 13529,1.0,3,2,13529,3,2,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,8.75,0.06831667707682698,0.5615683327070025,0.20000000000000004,0.20000000000000004
20.0,1.0,9.5,"Hampe, Mr. Leon",0,442,3,0,0,0,,345769,1.0,1,1,345769,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,9.5,0.07417239225484072,0.24840285606914697,0.0,0.0
25.0,1.0,7.775,"Petterson, Mr. Johan Emil",0,443,3,0,1,0,,347076,1.0,2,1,347076,1,2,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,7.78,0.06074328544659587,0.311035951396718,0.1,0.0
28.0,1.0,13.0,"Reynaldo, Ms. Encarnacion",0,444,2,1,0,1,,230434,1.0,1,2,230434,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,13.0,0.10149906308557151,0.3486158085932607,0.0,0.0
30.0,1.0,8.1125,"Johannesen-Bratthammer, Mr. Bernt",0,445,3,0,0,1,,65306,1.0,1,1,65306,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8.11,0.06331980012492192,0.37366904672428913,0.0,0.0
