,passengerid,survived,pclass,name,age,sibsp,parch,ticket,fare,embarked,family_size,sex_0,sex_1,title_1,title_2,title_3,title_4,title_5,title_6,title_7,ticket_number,passengers_per_ticket,true_fare,true_fare_scaled
160,161,0,3,"Cribb, Mr. John Hatfield",44.0,0,1,371362,16.1,1.0,2,1,0,1,0,0,0,0,0,0,371362,1,16.1,0.07259446298133285
161,162,1,2,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",40.0,0,0,C.A. 33595,15.75,1.0,1,0,1,0,1,0,0,0,0,0,33595,1,15.75,0.07101632248173866
162,163,0,3,"Bengtsson, Mr. John Viktor",26.0,0,0,347068,7.775,1.0,1,1,0,1,0,0,0,0,0,0,347068,1,7.78,0.0350798088195509
163,164,0,3,"Calic, Mr. Jovo",17.0,0,0,315093,8.6625,1.0,1,1,0,1,0,0,0,0,0,0,315093,1,8.66,0.0390477049328163
164,165,0,3,"Panula, Master. Eino Viljami",1.0,4,1,3101295,39.6875,1.0,6,1,0,0,0,0,1,0,0,0,3101295,6,6.61,0.02980431057805032
165,166,1,3,"Goldsmith, Master. Frank John William ""Frankie""",9.0,0,2,363291,20.525,1.0,3,1,0,0,0,0,1,0,0,0,363291,3,6.84,0.0308413743349265
166,167,1,1,"Chibnall, Mrs. (Edith Martha Bowerman)",35.0,0,1,113505,55.0,1.0,2,0,1,0,1,0,0,0,0,0,113505,2,27.5,0.12399675353954367
167,168,0,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",45.0,1,4,347088,27.9,1.0,6,0,1,0,1,0,0,0,0,0,347088,6,4.65,0.02096672378032284
168,169,0,1,"Baumann, Mr. John D",30.0,0,0,PC 17318,25.925,1.0,1,1,0,1,0,0,0,0,0,0,17318,1,25.92,0.11687257642708991
169,170,0,3,"Ling, Mr. Lee",28.0,0,0,1601,56.4958,1.0,1,1,0,1,0,0,0,0,0,0,1601,7,8.07,0.036387410947786095
170,171,0,1,"Van der hoef, Mr. Wyckoff",61.0,0,0,111240,33.5,1.0,1,1,0,1,0,0,0,0,0,0,111240,1,33.5,0.15105059067544413
171,172,0,3,"Rice, Master. Arthur",4.0,4,1,382652,29.125,2.0,6,1,0,0,0,0,1,0,0,0,382652,5,5.82,0.026242222021823428
172,173,1,3,"Johnson, Miss. Eleanor Ileen",1.0,1,1,347742,11.1333,1.0,3,0,1,0,0,1,0,0,0,0,347742,3,3.71,0.01672828929569844
173,174,0,3,"Sivola, Mr. Antti Wilhelm",21.0,0,0,STON/O 2. 3101280,7.925,1.0,1,1,0,1,0,0,0,0,0,0,3101280,1,7.92,0.03571106501938858
174,175,0,1,"Smith, Mr. James Clinch",56.0,0,0,17764,30.6958,3.0,1,1,0,1,0,0,0,0,0,0,17764,1,30.7,0.13842546667869057
175,176,0,3,"Klasen, Mr. Klas Albin",18.0,1,1,350404,7.8542,1.0,3,1,0,1,0,0,0,0,0,0,350404,1,7.85,0.03539543691946974
176,177,0,3,"Lefebre, Master. Henry Forbes",4.0,3,1,4133,25.4667,1.0,5,1,0,0,0,0,1,0,0,0,4133,4,6.37,0.0287221570926143
177,178,0,1,"Isham, Miss. Ann Elizabeth",50.0,0,0,PC 17595,28.7125,3.0,1,0,1,0,0,1,0,0,0,0,17595,1,28.71,0.1294526106952836
178,179,0,2,"Hale, Mr. Reginald",30.0,0,0,250653,13.0,1.0,1,1,0,1,0,0,0,0,0,0,250653,1,13.0,0.058616647127784284
179,180,0,3,"Leonard, Mr. Lionel",36.0,0,0,LINE,0.0,1.0,1,1,0,1,0,0,0,0,0,0,LINE,4,0.0,0.0
180,181,0,3,"Sage, Miss. Constance Gladys",21.0,8,2,CA. 2343,69.55,1.0,11,0,1,0,0,1,0,0,0,0,2343,7,9.94,0.04481919018847506
181,182,0,2,"Pernot, Mr. Rene",30.0,0,0,SC/PARIS 2131,15.05,3.0,1,1,0,1,0,0,0,0,0,0,2131,1,15.05,0.06786004148255027
182,183,0,3,"Asplund, Master. Clarence Gustaf Hugo",9.0,4,2,347077,31.3875,1.0,7,1,0,0,0,0,1,0,0,0,347077,4,7.85,0.03539543691946974
183,184,1,2,"Becker, Master. Richard F",1.0,2,1,230136,39.0,1.0,4,1,0,0,0,0,1,0,0,0,230136,2,19.5,0.08792497069167643
184,185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",4.0,0,2,315153,22.025,1.0,3,0,1,0,0,1,0,0,0,0,315153,1,22.02,0.09928758228875462
185,186,0,1,"Rood, Mr. Hugh Roscoe",30.0,0,0,113767,50.0,1.0,1,1,0,1,0,0,0,0,0,0,113767,1,50.0,0.22544864279917032
186,187,1,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",35.0,1,0,370365,15.5,2.0,2,0,1,0,1,0,0,0,0,0,370365,2,7.75,0.0349445396338714
187,188,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",45.0,0,0,111428,26.55,1.0,1,1,0,1,0,0,0,0,0,0,111428,1,26.55,0.11971322932635944
188,189,0,3,"Bourke, Mr. John",40.0,1,1,364849,15.5,2.0,3,1,0,1,0,0,0,0,0,0,364849,2,7.75,0.0349445396338714
189,190,0,3,"Turcin, Mr. Stjepan",36.0,0,0,349247,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349247,1,7.9,0.03562088556226891
190,191,1,2,"Pinsky, Mrs. (Rosa)",32.0,0,0,234604,13.0,1.0,1,0,1,0,1,0,0,0,0,0,234604,1,13.0,0.058616647127784284
191,192,0,2,"Carbines, Mr. William",19.0,0,0,28424,13.0,1.0,1,1,0,1,0,0,0,0,0,0,28424,1,13.0,0.058616647127784284
192,193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",19.0,1,0,350046,7.8542,1.0,2,0,1,0,0,1,0,0,0,0,350046,1,7.85,0.03539543691946974
193,194,1,2,"Navratil, Master. Michel M",3.0,1,1,230080,26.0,1.0,3,1,0,0,0,0,1,0,0,0,230080,3,8.67,0.039092794661376135
194,195,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",44.0,0,0,PC 17610,27.7208,3.0,1,0,1,0,1,0,0,0,0,0,17610,1,27.72,0.12498872756786003
195,196,1,1,"Lurette, Miss. Elise",58.0,0,0,PC 17569,146.5208,3.0,1,0,1,0,0,1,0,0,0,0,17569,2,73.26,0.3303273514293444
196,197,0,3,"Mernagh, Mr. Robert",30.0,0,0,368703,7.75,2.0,1,1,0,1,0,0,0,0,0,0,368703,1,7.75,0.0349445396338714
197,198,0,3,"Olsen, Mr. Karl Siegwart Andreas",42.0,0,1,4579,8.4042,1.0,2,1,0,1,0,0,0,0,0,0,4579,1,8.4,0.037875371990260615
198,199,1,3,"Madigan, Miss. Margaret ""Maggie""",21.0,0,0,370370,7.75,2.0,1,0,1,0,0,1,0,0,0,0,370370,1,7.75,0.0349445396338714
199,200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",24.0,0,0,248747,13.0,1.0,1,0,1,0,0,1,0,0,0,0,248747,1,13.0,0.058616647127784284
200,201,0,3,"Vande Walle, Mr. Nestor Cyriel",28.0,0,0,345770,9.5,1.0,1,1,0,1,0,0,0,0,0,0,345770,1,9.5,0.04283524213184236
201,202,0,3,"Sage, Mr. Frederick",30.0,8,2,CA. 2343,69.55,1.0,11,1,0,1,0,0,0,0,0,0,2343,7,9.94,0.04481919018847506
202,203,0,3,"Johanson, Mr. Jakob Alfred",34.0,0,0,3101264,6.4958,1.0,1,1,0,1,0,0,0,0,0,0,3101264,1,6.5,0.029308323563892142
203,204,0,3,"Youseff, Mr. Gerious",45.5,0,0,2628,7.225,3.0,1,1,0,1,0,0,0,0,0,0,2628,1,7.22,0.03255478402020019
204,205,1,3,"Cohen, Mr. Gurshon ""Gus""",18.0,0,0,A/5 3540,8.05,1.0,1,1,0,1,0,0,0,0,0,0,3540,1,8.05,0.03629723149066642
205,206,0,3,"Strom, Miss. Telma Matilda",2.0,0,1,347054,10.4625,1.0,2,0,1,0,0,1,0,0,0,0,347054,2,5.23,0.02358192803679322
206,207,0,3,"Backstrom, Mr. Karl Alfred",32.0,1,0,3101278,15.85,1.0,2,1,0,1,0,0,0,0,0,0,3101278,2,7.92,0.03571106501938858
207,208,1,3,"Albimona, Mr. Nassef Cassem",26.0,0,0,2699,18.7875,3.0,1,1,0,1,0,0,0,0,0,0,2699,2,9.39,0.04233925511768419
208,209,1,3,"Carr, Miss. Helen ""Ellen""",16.0,0,0,367231,7.75,2.0,1,0,1,0,0,1,0,0,0,0,367231,1,7.75,0.0349445396338714
209,210,1,1,"Blank, Mr. Henry",40.0,0,0,112277,31.0,3.0,1,1,0,1,0,0,0,0,0,0,112277,1,31.0,0.1397781585354856
210,211,0,3,"Ali, Mr. Ahmed",24.0,0,0,SOTON/O.Q. 3101311,7.05,1.0,1,1,0,1,0,0,0,0,0,0,3101311,1,7.05,0.031788258634683014
211,212,1,2,"Cameron, Miss. Clear Annie",35.0,0,0,F.C.C. 13528,21.0,1.0,1,0,1,0,0,1,0,0,0,0,13528,1,21.0,0.09468842997565154
212,213,0,3,"Perkin, Mr. John Henry",22.0,0,0,A/5 21174,7.25,1.0,1,1,0,1,0,0,0,0,0,0,21174,1,7.25,0.0326900532058797
213,214,0,2,"Givard, Mr. Hans Kristensen",30.0,0,0,250646,13.0,1.0,1,1,0,1,0,0,0,0,0,0,250646,1,13.0,0.058616647127784284
214,215,0,3,"Kiernan, Mr. Philip",30.0,1,0,367229,7.75,2.0,2,1,0,1,0,0,0,0,0,0,367229,1,7.75,0.0349445396338714
215,216,1,1,"Newell, Miss. Madeleine",31.0,1,0,35273,113.275,3.0,2,0,1,0,0,1,0,0,0,0,35273,3,37.76,0.1702588150419334
216,217,1,3,"Honkanen, Miss. Eliina",27.0,0,0,STON/O2. 3101283,7.925,1.0,1,0,1,0,0,1,0,0,0,0,3101283,1,7.92,0.03571106501938858
217,218,0,2,"Jacobsohn, Mr. Sidney Samuel",42.0,1,0,243847,27.0,1.0,2,1,0,1,0,0,0,0,0,0,243847,2,13.5,0.06087113355577599
218,219,1,1,"Bazzani, Miss. Albina",32.0,0,0,11813,76.2917,3.0,1,0,1,0,0,1,0,0,0,0,11813,1,76.29,0.3439895391829741
219,220,0,2,"Harris, Mr. Walter",30.0,0,0,W/C 14208,10.5,1.0,1,1,0,1,0,0,0,0,0,0,14208,1,10.5,0.04734421498782577
220,221,1,3,"Sunderland, Mr. Victor Francis",16.0,0,0,SOTON/OQ 392089,8.05,1.0,1,1,0,1,0,0,0,0,0,0,392089,1,8.05,0.03629723149066642
221,222,0,2,"Bracken, Mr. James H",27.0,0,0,220367,13.0,1.0,1,1,0,1,0,0,0,0,0,0,220367,1,13.0,0.058616647127784284
222,223,0,3,"Green, Mr. George Henry",51.0,0,0,21440,8.05,1.0,1,1,0,1,0,0,0,0,0,0,21440,1,8.05,0.03629723149066642
223,224,0,3,"Nenkoff, Mr. Christo",30.0,0,0,349234,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349234,1,7.9,0.03562088556226891
224,225,1,1,"Hoyt, Mr. Frederick Maxfield",38.0,1,0,19943,90.0,1.0,2,1,0,1,0,0,0,0,0,0,19943,2,45.0,0.20290377851925329
225,226,0,3,"Berglund, Mr. Karl Ivar Sven",22.0,0,0,PP 4348,9.35,1.0,1,1,0,1,0,0,0,0,0,0,4348,1,9.35,0.04215889620344485
226,227,1,2,"Mellors, Mr. William John",19.0,0,0,SW/PP 751,10.5,1.0,1,1,0,1,0,0,0,0,0,0,751,2,5.25,0.023672107493912884
227,228,0,3,"Lovell, Mr. John Hall (""Henry"")",20.5,0,0,A/5 21173,7.25,1.0,1,1,0,1,0,0,0,0,0,0,21173,1,7.25,0.0326900532058797
228,229,0,2,"Fahlstrom, Mr. Arne Jonas",18.0,0,0,236171,13.0,1.0,1,1,0,1,0,0,0,0,0,0,236171,1,13.0,0.058616647127784284
229,230,0,3,"Lefebre, Miss. Mathilde",21.0,3,1,4133,25.4667,1.0,5,0,1,0,0,1,0,0,0,0,4133,4,6.37,0.0287221570926143
230,231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",35.0,1,0,36973,83.475,1.0,2,0,1,0,1,0,0,0,0,0,36973,2,41.74,0.1882045270087474
231,232,0,3,"Larsson, Mr. Bengt Edvin",29.0,0,0,347067,7.775,1.0,1,1,0,1,0,0,0,0,0,0,347067,1,7.78,0.0350798088195509
232,233,0,2,"Sjostedt, Mr. Ernst Adolf",59.0,0,0,237442,13.5,1.0,1,1,0,1,0,0,0,0,0,0,237442,1,13.5,0.06087113355577599
233,234,1,3,"Asplund, Miss. Lillian Gertrud",5.0,4,2,347077,31.3875,1.0,7,0,1,0,0,1,0,0,0,0,347077,4,7.85,0.03539543691946974
234,235,0,2,"Leyson, Mr. Robert William Norman",24.0,0,0,C.A. 29566,10.5,1.0,1,1,0,1,0,0,0,0,0,0,29566,1,10.5,0.04734421498782577
235,236,0,3,"Harknett, Miss. Alice Phoebe",21.0,0,0,W./C. 6609,7.55,1.0,1,0,1,0,0,1,0,0,0,0,6609,1,7.55,0.03404274506267472
236,237,0,2,"Hold, Mr. Stephen",44.0,1,0,26707,26.0,1.0,2,1,0,1,0,0,0,0,0,0,26707,1,26.0,0.11723329425556857
237,238,1,2,"Collyer, Miss. Marjorie ""Lottie""",8.0,0,2,C.A. 31921,26.25,1.0,3,0,1,0,0,1,0,0,0,0,31921,3,8.75,0.039453512489854806
238,239,0,2,"Pengelly, Mr. Frederick William",19.0,0,0,28665,10.5,1.0,1,1,0,1,0,0,0,0,0,0,28665,1,10.5,0.04734421498782577
239,240,0,2,"Hunt, Mr. George Henry",33.0,0,0,SCO/W 1585,12.275,1.0,1,1,0,1,0,0,0,0,0,0,1585,1,12.28,0.05537018667147623
240,241,0,3,"Zabour, Miss. Thamine",21.0,1,0,2665,14.4542,3.0,2,0,1,0,0,1,0,0,0,0,2665,2,7.23,0.032599873748760035
241,242,1,3,"Murphy, Miss. Katherine ""Kate""",21.0,1,0,367230,15.5,2.0,2,0,1,0,0,1,0,0,0,0,367230,2,7.75,0.0349445396338714
242,243,0,2,"Coleridge, Mr. Reginald Charles",29.0,0,0,W./C. 14263,10.5,1.0,1,1,0,1,0,0,0,0,0,0,14263,1,10.5,0.04734421498782577
243,244,0,3,"Maenpaa, Mr. Matti Alexanteri",22.0,0,0,STON/O 2. 3101275,7.125,1.0,1,1,0,1,0,0,0,0,0,0,3101275,1,7.12,0.03210388673460186
244,245,0,3,"Attalah, Mr. Sleiman",30.0,0,0,2694,7.225,3.0,1,1,0,1,0,0,0,0,0,0,2694,1,7.22,0.03255478402020019
245,246,0,1,"Minahan, Dr. William Edward",44.0,2,0,19928,90.0,2.0,3,1,0,0,0,0,0,0,1,0,19928,2,45.0,0.20290377851925329
246,247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",25.0,0,0,347071,7.775,1.0,1,0,1,0,0,1,0,0,0,0,347071,1,7.78,0.0350798088195509
247,248,1,2,"Hamalainen, Mrs. William (Anna)",24.0,0,2,250649,14.5,1.0,3,0,1,0,1,0,0,0,0,0,250649,2,7.25,0.0326900532058797
248,249,1,1,"Beckwith, Mr. Richard Leonard",37.0,1,1,11751,52.5542,1.0,3,1,0,1,0,0,0,0,0,0,11751,2,26.28,0.11849580665524392
249,250,0,2,"Carter, Rev. Ernest Courtenay",54.0,1,0,244252,26.0,1.0,2,1,0,0,0,0,0,0,1,0,244252,2,13.0,0.058616647127784284
250,251,0,3,"Reed, Mr. James George",30.0,0,0,362316,7.25,1.0,1,1,0,1,0,0,0,0,0,0,362316,1,7.25,0.0326900532058797
251,252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",29.0,1,1,347054,10.4625,1.0,3,0,1,0,1,0,0,0,0,0,347054,2,5.23,0.02358192803679322
252,253,0,1,"Stead, Mr. William Thomas",62.0,0,0,113514,26.55,1.0,1,1,0,1,0,0,0,0,0,0,113514,1,26.55,0.11971322932635944
253,254,0,3,"Lobb, Mr. William Arthur",30.0,1,0,A/5. 3336,16.1,1.0,2,1,0,1,0,0,0,0,0,0,3336,2,8.05,0.03629723149066642
254,255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",41.0,0,2,370129,20.2125,1.0,3,0,1,0,1,0,0,0,0,0,370129,2,10.11,0.045585715573992235
255,256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",29.0,0,2,2650,15.2458,3.0,3,0,1,0,1,0,0,0,0,0,2650,1,15.25,0.06876183605374694
256,257,1,1,"Thorne, Mrs. Gertrude Maybelle",35.0,0,0,PC 17585,79.2,3.0,1,0,1,0,1,0,0,0,0,0,17585,1,79.2,0.3571106501938858
257,258,1,1,"Cherry, Miss. Gladys",30.0,0,0,110152,86.5,1.0,1,0,1,0,0,1,0,0,0,0,110152,3,28.83,0.1299936874380016
258,259,1,1,"Ward, Miss. Anna",35.0,0,0,PC 17755,512.3292,3.0,1,0,1,0,0,1,0,0,0,0,17755,3,170.78,0.7700423843448462
259,260,1,2,"Parrish, Mrs. (Lutie Davis)",50.0,0,1,230433,26.0,1.0,2,0,1,0,1,0,0,0,0,0,230433,2,13.0,0.058616647127784284
260,261,0,3,"Smith, Mr. Thomas",30.0,0,0,384461,7.75,2.0,1,1,0,1,0,0,0,0,0,0,384461,1,7.75,0.0349445396338714
261,262,1,3,"Asplund, Master. Edvin Rojj Felix",3.0,4,2,347077,31.3875,1.0,7,1,0,0,0,0,1,0,0,0,347077,4,7.85,0.03539543691946974
262,263,0,1,"Taussig, Mr. Emil",52.0,1,1,110413,79.65,1.0,3,1,0,1,0,0,0,0,0,0,110413,3,26.55,0.11971322932635944
263,264,0,1,"Harrison, Mr. William",40.0,0,0,112059,0.0,1.0,1,1,0,1,0,0,0,0,0,0,112059,1,0.0,0.0
264,265,0,3,"Henry, Miss. Delia",21.0,0,0,382649,7.75,2.0,1,0,1,0,0,1,0,0,0,0,382649,1,7.75,0.0349445396338714
265,266,0,2,"Reeves, Mr. David",36.0,0,0,C.A. 17248,10.5,1.0,1,1,0,1,0,0,0,0,0,0,17248,1,10.5,0.04734421498782577
266,267,0,3,"Panula, Mr. Ernesti Arvid",16.0,4,1,3101295,39.6875,1.0,6,1,0,1,0,0,0,0,0,0,3101295,6,6.61,0.02980431057805032
267,268,1,3,"Persson, Mr. Ernst Ulrik",25.0,1,0,347083,7.775,1.0,2,1,0,1,0,0,0,0,0,0,347083,1,7.78,0.0350798088195509
268,269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",58.0,0,1,PC 17582,153.4625,1.0,2,0,1,0,1,0,0,0,0,0,17582,3,51.15,0.23063396158355123
269,270,1,1,"Bissette, Miss. Amelia",35.0,0,0,PC 17760,135.6333,1.0,1,0,1,0,0,1,0,0,0,0,17760,3,45.21,0.20385066281900982
270,271,0,1,"Cairns, Mr. Alexander",30.0,0,0,113798,31.0,1.0,1,1,0,1,0,0,0,0,0,0,113798,2,15.5,0.0698890792677428
271,272,1,3,"Tornquist, Mr. William Henry",25.0,0,0,LINE,0.0,1.0,1,1,0,1,0,0,0,0,0,0,LINE,4,0.0,0.0
272,273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",41.0,0,1,250644,19.5,1.0,2,0,1,0,1,0,0,0,0,0,250644,2,9.75,0.043962485345838215
273,274,0,1,"Natsch, Mr. Charles H",37.0,0,1,PC 17596,29.7,3.0,2,1,0,1,0,0,0,0,0,0,17596,1,29.7,0.13391649382270718
274,275,1,3,"Healy, Miss. Hanora ""Nora""",21.0,0,0,370375,7.75,2.0,1,0,1,0,0,1,0,0,0,0,370375,1,7.75,0.0349445396338714
275,276,1,1,"Andrews, Miss. Kornelia Theodosia",63.0,1,0,13502,77.9583,1.0,2,0,1,0,0,1,0,0,0,0,13502,3,25.99,0.11718820452700873
276,277,0,3,"Lindblom, Miss. Augusta Charlotta",45.0,0,0,347073,7.75,1.0,1,0,1,0,0,1,0,0,0,0,347073,1,7.75,0.0349445396338714
277,278,0,2,"Parkes, Mr. Francis ""Frank""",30.0,0,0,239853,0.0,1.0,1,1,0,1,0,0,0,0,0,0,239853,3,0.0,0.0
278,279,0,3,"Rice, Master. Eric",7.0,4,1,382652,29.125,2.0,6,1,0,0,0,0,1,0,0,0,382652,5,5.82,0.026242222021823428
279,280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",35.0,1,1,C.A. 2673,20.25,1.0,3,0,1,0,1,0,0,0,0,0,2673,2,10.12,0.04563080530255207
280,281,0,3,"Duane, Mr. Frank",65.0,0,0,336439,7.75,2.0,1,1,0,1,0,0,0,0,0,0,336439,1,7.75,0.0349445396338714
281,282,0,3,"Olsson, Mr. Nils Johan Goransson",28.0,0,0,347464,7.8542,1.0,1,1,0,1,0,0,0,0,0,0,347464,1,7.85,0.03539543691946974
282,283,0,3,"de Pelsmaeker, Mr. Alfons",16.0,0,0,345778,9.5,1.0,1,1,0,1,0,0,0,0,0,0,345778,1,9.5,0.04283524213184236
283,284,1,3,"Dorking, Mr. Edward Arthur",19.0,0,0,A/5. 10482,8.05,1.0,1,1,0,1,0,0,0,0,0,0,10482,1,8.05,0.03629723149066642
284,285,0,1,"Smith, Mr. Richard William",30.0,0,0,113056,26.0,1.0,1,1,0,1,0,0,0,0,0,0,113056,1,26.0,0.11723329425556857
285,286,0,3,"Stankovic, Mr. Ivan",33.0,0,0,349239,8.6625,3.0,1,1,0,1,0,0,0,0,0,0,349239,1,8.66,0.0390477049328163
286,287,1,3,"de Mulder, Mr. Theodore",30.0,0,0,345774,9.5,1.0,1,1,0,1,0,0,0,0,0,0,345774,1,9.5,0.04283524213184236
287,288,0,3,"Naidenoff, Mr. Penko",22.0,0,0,349206,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349206,1,7.9,0.03562088556226891
288,289,1,2,"Hosono, Mr. Masabumi",42.0,0,0,237798,13.0,1.0,1,1,0,1,0,0,0,0,0,0,237798,1,13.0,0.058616647127784284
289,290,1,3,"Connolly, Miss. Kate",22.0,0,0,370373,7.75,2.0,1,0,1,0,0,1,0,0,0,0,370373,1,7.75,0.0349445396338714
290,291,1,1,"Barber, Miss. Ellen ""Nellie""",26.0,0,0,19877,78.85,1.0,1,0,1,0,0,1,0,0,0,0,19877,2,39.42,0.1777437099828659
291,292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",19.0,1,0,11967,91.0792,3.0,2,0,1,0,1,0,0,0,0,0,11967,2,45.54,0.20533862386148433
292,293,0,2,"Levy, Mr. Rene Jacques",36.0,0,0,SC/Paris 2163,12.875,3.0,1,1,0,1,0,0,0,0,0,0,2163,1,12.88,0.05807557038506628
293,294,0,3,"Haas, Miss. Aloisia",24.0,0,0,349236,8.85,1.0,1,0,1,0,0,1,0,0,0,0,349236,1,8.85,0.03990440977545315
294,295,0,3,"Mineff, Mr. Ivan",24.0,0,0,349233,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349233,1,7.9,0.03562088556226891
295,296,0,1,"Lewy, Mr. Ervin G",30.0,0,0,PC 17612,27.7208,3.0,1,1,0,1,0,0,0,0,0,0,17612,1,27.72,0.12498872756786003
296,297,0,3,"Hanna, Mr. Mansour",23.5,0,0,2693,7.2292,3.0,1,1,0,1,0,0,0,0,0,0,2693,1,7.23,0.032599873748760035
297,298,0,1,"Allison, Miss. Helen Loraine",2.0,1,2,113781,151.55,1.0,4,0,1,0,0,1,0,0,0,0,113781,4,37.89,0.17084498151321129
298,299,1,1,"Saalfeld, Mr. Adolphe",30.0,0,0,19988,30.5,1.0,1,1,0,1,0,0,0,0,0,0,19988,1,30.5,0.1375236721074939
299,300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",50.0,0,1,PC 17558,247.5208,3.0,2,0,1,0,1,0,0,0,0,0,17558,2,123.76,0.5580304806565064
300,301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",21.0,0,0,9234,7.75,2.0,1,0,1,0,0,1,0,0,0,0,9234,1,7.75,0.0349445396338714
301,302,1,3,"McCoy, Mr. Bernard",30.0,2,0,367226,23.25,2.0,3,1,0,1,0,0,0,0,0,0,367226,2,11.62,0.05239426458652718
302,303,0,3,"Johnson, Mr. William Cahoone Jr",19.0,0,0,LINE,0.0,1.0,1,1,0,1,0,0,0,0,0,0,LINE,4,0.0,0.0
303,304,1,2,"Keane, Miss. Nora A",21.0,0,0,226593,12.35,2.0,1,0,1,0,0,1,0,0,0,0,226593,1,12.35,0.055685814771395066
304,305,0,3,"Williams, Mr. Howard Hugh ""Harry""",30.0,0,0,A/5 2466,8.05,1.0,1,1,0,1,0,0,0,0,0,0,2466,1,8.05,0.03629723149066642
305,306,1,1,"Allison, Master. Hudson Trevor",0.92,1,2,113781,151.55,1.0,4,1,0,0,0,0,1,0,0,0,113781,4,37.89,0.17084498151321129
306,307,1,1,"Fleming, Miss. Margaret",21.0,0,0,17421,110.8833,3.0,1,0,1,0,0,1,0,0,0,0,17421,4,27.72,0.12498872756786003
307,308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",17.0,1,0,PC 17758,108.9,3.0,2,0,1,0,1,0,0,0,0,0,17758,2,54.45,0.2455135720082965
308,309,0,2,"Abelson, Mr. Samuel",30.0,1,0,P/PP 3381,24.0,3.0,2,1,0,1,0,0,0,0,0,0,3381,2,12.0,0.05410767427180088
309,310,1,1,"Francatelli, Miss. Laura Mabel",30.0,0,0,PC 17485,56.9292,3.0,1,0,1,0,0,1,0,0,0,0,17485,2,28.46,0.12832536748128776
310,311,1,1,"Hays, Miss. Margaret Bechstein",24.0,0,0,11767,83.1583,3.0,1,0,1,0,0,1,0,0,0,0,11767,2,41.58,0.18748309135179003
311,312,1,1,"Ryerson, Miss. Emily Borie",18.0,2,2,PC 17608,262.375,3.0,5,0,1,0,0,1,0,0,0,0,17608,2,131.19,0.5915321489764631
312,313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",26.0,1,1,250651,26.0,1.0,3,0,1,0,1,0,0,0,0,0,250651,1,26.0,0.11723329425556857
313,314,0,3,"Hendekovic, Mr. Ignjac",28.0,0,0,349243,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349243,1,7.9,0.03562088556226891
314,315,0,2,"Hart, Mr. Benjamin",43.0,1,1,F.C.C. 13529,26.25,1.0,3,1,0,1,0,0,0,0,0,0,13529,3,8.75,0.039453512489854806
315,316,1,3,"Nilsson, Miss. Helmina Josefina",26.0,0,0,347470,7.8542,1.0,1,0,1,0,0,1,0,0,0,0,347470,1,7.85,0.03539543691946974
316,317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",24.0,1,0,244367,26.0,1.0,2,0,1,0,1,0,0,0,0,0,244367,2,13.0,0.058616647127784284
317,318,0,2,"Moraweck, Dr. Ernest",54.0,0,0,29011,14.0,1.0,1,1,0,0,0,0,0,0,1,0,29011,1,14.0,0.06312561998376769
318,319,1,1,"Wick, Miss. Mary Natalie",31.0,0,2,36928,164.8667,1.0,3,0,1,0,0,1,0,0,0,0,36928,2,82.43,0.37167463251871224
319,320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",40.0,1,1,16966,134.5,3.0,3,0,1,0,1,0,0,0,0,0,16966,2,67.25,0.3032284245648841
320,321,0,3,"Dennis, Mr. Samuel",22.0,0,0,A/5 21172,7.25,1.0,1,1,0,1,0,0,0,0,0,0,21172,1,7.25,0.0326900532058797
321,322,0,3,"Danoff, Mr. Yoto",27.0,0,0,349219,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349219,1,7.9,0.03562088556226891
